Latitude,Longitude,Sample Date,red,blue,lwir11,NDVI_red,EVI,SAVI,BSI_full,AWEI_nsh,AWEI_sh,NRI,Red_Blue_ratio,Green_Red_ratio,Turbidity_Red
-27.00222,28.76528,23-04-2013,,,,,,,,-45703.125,,,,,
-26.970278,27.211111,23-04-2013,8225.5,7831.5,42116.0,-0.03283525866398774,-0.0341212314959192,-0.04925134193426846,0.006539291709968802,-18474.5,4390.625,0.016294435973330846,1.0503096469386317,1.0331286851862982,0.967933631442681
-26.880278,26.965,23-04-2013,10367.0,9008.5,44607.5,0.16037984166514746,0.20220766556215305,0.24056489167847644,0.08444984993232225,-73476.0,-17611.125,-0.030056137910477274,1.150802020314135,0.9416417478537576,1.0619750051218904
-26.984722,26.632278,23-04-2013,9687.5,8481.0,43772.0,0.21132436448008382,0.2627463484254957,0.3169800952497239,0.012042842491462138,-55587.375,-14406.125,-0.008904394917725428,1.1422591675509828,0.9823483870967641,1.017968791047118
-28.141944,26.417778,23-04-2013,8966.0,8327.5,43163.5,0.2633459997945969,0.3430551467637064,0.39501088608634766,-0.02497135320952149,-51968.75,-14900.375,0.01269098417068128,1.0766736715700862,1.0257082310952372,0.9749361170010225
-33.501667,21.624167,23-04-2013,8808.5,8255.0,43350.0,0.2333101227260848,0.2971202447459431,0.34995756903191966,-0.054278326281147024,-38280.875,-9847.25,0.008972519899867753,1.0670502725620707,1.018107509791667,0.9822145405887491
-32.595833,19.009444,23-04-2013,,,,,,,,-47455.0,,,,,
-28.760833,17.730278,24-04-2013,,,,,,,,,,,,,
-29.161667,23.696389,24-04-2013,8837.0,8680.0,42241.5,-0.09555245622191169,-0.10942713139774259,-0.14332424223640894,0.008025582514475518,-11165.5,10204.375,0.07003420152591387,1.018087557603675,1.1506167251329507,0.869099134539724
-29.641944,30.6875,24-04-2013,8333.0,7836.0,,0.27490265178707274,0.34429865190335557,0.41234500761365933,-0.07612427769868502,-38016.625,-11366.25,0.015622692773397033,1.0634252169474085,1.0317412696507737,0.9692352428031291
-27.363611,31.783333,24-04-2013,8706.0,8057.0,42725.5,0.22046873950708384,0.27094016153524497,0.33069570667502207,-0.0405920879015425,-38658.875,-9491.0,0.008851572506048051,1.0805510736005823,1.0178612451182976,0.9824521807820236
-28.141944,26.417778,24-04-2013,8966.0,8327.5,43163.5,0.2633459997945969,0.3430551467637064,0.39501088608634766,-0.02497135320952149,-51968.75,-14900.375,0.01269098417068128,1.0766736715700862,1.0257082310952372,0.9749361170010225
-33.088833,19.218783,24-04-2013,,,,,,,,-56580.75,,,,,
-33.313889,19.074722,24-04-2013,,,,,,,,,,,,,
-33.13083,18.86278,24-04-2013,,,,,,,,-52412.625,,,,,
-32.94583,18.33667,24-04-2013,,,,,,,,,,,,,
-26.905,32.324722,25-04-2013,7875.5,7813.0,42894.5,0.4059140798853378,0.568900260080773,0.6088596375431362,-0.16513044148578818,-39239.5,-17903.875,0.03293937068303894,1.007999488032753,1.0681226588787878,0.9362220637184863
-27.602222,29.942778,25-04-2013,9345.0,8342.5,44404.0,0.22280439121756396,0.2778800624426269,0.33419963823107335,0.006873518638224506,-53985.375,-14563.375,-0.00784599207312137,1.1201678154030432,0.9844301765649975,1.0158160769606934
-27.389722,26.463889,25-04-2013,8280.0,7780.5,42549.5,0.003789929615592831,0.003970329663404269,0.0056847234336932315,0.013174202432866612,-22889.0,2216.0,0.015428520467314634,1.0641989589357874,1.0313405797101325,0.9696118039697761
-33.7075,18.974444,25-04-2013,,,,,,,,-37495.25,,,,,
-33.464444,18.740556,25-04-2013,,,,,,,,-72698.5,,,,,
-33.722667,18.616917,25-04-2013,,,,,,,,-36252.875,,,,,
-27.356667,27.286389,25-04-2013,9206.5,8347.0,43113.0,0.2073611708996978,0.2580904414916417,0.3110350616646206,3.352517181650548e-05,-49211.625,-12383.5,-0.006339837131770202,1.102971127351131,0.9874002063759193,1.012760574225829
-27.902778,24.615556,26-04-2013,,,,,,,,,,,,,
-28.068333,31.55,26-04-2013,8664.5,7900.5,43027.0,0.26187332282659515,0.3232675896373493,0.3928016185709705,-0.04186878590841838,-44870.125,-13049.0,0.010449977158519813,1.0967027403328764,1.0211206647815683,0.9793161910143998
-28.96362,19.15486,27-04-2013,10057.5,8785.0,44628.0,-0.04044897325815942,-0.04470308462716941,-0.060671890759562114,0.039335106382978616,-24821.625,3615.5,0.0018112795573530418,1.1448491747296399,1.003629132488183,0.9963839904893897
-26.45,28.085833,29-04-2013,,,,,,,,-61730.25,,,,,
-27.010111,26.698083,30-04-2013,8611.0,7838.0,42635.0,0.1495938572451416,0.17011443909122567,0.22438524590163827,-0.026859613052875674,-31275.125,-4806.5,0.005141239674195569,1.0986220974738314,1.010335617233759,0.9897701149425173
-27.169444,29.233889,30-04-2013,10655.5,9132.0,43359.0,0.16309299403078795,0.20661074793787257,0.24463468750613507,0.0798662490151237,-71847.5,-17761.375,-0.03243465833393876,1.1668309242225015,0.9371685983764165,1.0670438614059576
-26.861111,28.884722,30-04-2013,9651.5,8488.5,43246.0,0.2007039337474112,0.2485959738428003,0.30104966770874186,0.02342970027826747,-56157.25,-14499.375,-0.01666973902509669,1.1370088943865095,0.9672071698699584,1.0339046598821529
-27.00222,28.76528,30-04-2013,,,,,,,,-45703.125,,,,,
-26.648056,27.089444,30-04-2013,9497.0,8336.5,43638.0,0.20942332105471184,0.25677861870812013,0.3141284441854645,0.02935495510793193,-56872.0,-14956.625,-0.004628037976357313,1.1392071013014917,0.9907865641781511,1.0092991125989583
-26.970278,27.211111,30-04-2013,8225.5,7831.5,42116.0,-0.03283525866398774,-0.0341212314959192,-0.04925134193426846,0.006539291709968802,-18474.5,4390.625,0.016294435973330846,1.0503096469386317,1.0331286851862982,0.967933631442681
-26.880278,26.965,30-04-2013,10367.0,9008.5,44607.5,0.16037984166514746,0.20220766556215305,0.24056489167847644,0.08444984993232225,-73476.0,-17611.125,-0.030056137910477274,1.150802020314135,0.9416417478537576,1.0619750051218904
-26.984722,26.632278,30-04-2013,9687.5,8481.0,43772.0,0.21132436448008382,0.2627463484254957,0.3169800952497239,0.012042842491462138,-55587.375,-14406.125,-0.008904394917725428,1.1422591675509828,0.9823483870967641,1.017968791047118
-25.459639,28.264306,30-04-2013,,,,,,,,-50740.875,,,,,
-29.161667,23.696389,01-05-2013,,,,,,,,-13475.375,,,,,
-25.810483,27.909552,01-05-2013,,,,,,,,-51305.0,,,,,
-28.75,30.442778,01-05-2013,17273.5,12926.0,40585.0,0.12263815522145438,0.17547620951038187,0.18395489695630596,0.05910714765371074,-85815.625,-18983.75,-0.04505785373969585,1.3363376141110836,0.9137696471473593,1.0943677141408952
-29.161667,30.629722,01-05-2013,9047.0,8010.5,42265.5,0.18944586301124317,0.2226762217179084,0.28416242972652017,0.0011496410304537535,-45103.5,-10728.5,-0.010188984730480362,1.1293926721178311,0.9798275671493204,1.0205877376050423
-29.033333,23.983333,01-05-2013,,,,,,,,-46060.625,,,,,
-29.744167,29.905833,02-05-2013,9379.5,8534.0,42909.5,0.21863545484838298,0.2797944584812528,0.3279463523335472,-0.027708758541130474,-43914.125,-10989.5,0.0070400169383865825,1.0990742910709972,1.0141798603336956,0.9860183968462446
-32.94583,18.33667,02-05-2013,,,,,,,,-42466.125,,,,,
-27.671111,27.236944,04-05-2013,,,,,,,,-48568.75,,,,,
-28.96362,19.15486,04-05-2013,,,,,,,,,,,,,
-26.45,28.085833,06-05-2013,10306.0,8818.0,42706.5,0.14499637042414126,0.17653148830867121,0.21749004479840628,0.07733882645673129,-66942.5,-15448.875,-0.03546669345925834,1.1687457473349834,0.9314962157966142,1.0735416666666555
-33.818056,19.694722,06-05-2013,,,,,,,,,,,,,
-34.065833,20.404167,07-05-2013,,,,,,,,-32081.25,,,,,
-25.127778,27.628889,07-05-2013,,,,,,,,-64513.5,,,,,
-25.20639,27.558,07-05-2013,,,,,,,,-37198.375,,,,,
-24.69514,27.40906,07-05-2013,,,,,,,,-38275.375,,,,,
-23.658056,31.05,07-05-2013,,,,,,,,,,,,,
-28.747778,31.745833,07-05-2013,8706.0,8075.5,43761.5,0.3208121233397682,0.42306881137442703,0.4812087997815639,-0.07472950176750566,-46879.5,-16425.625,0.019594594594594485,1.078075660949773,1.0399724328049502,0.9615639496355096
-28.735556,29.820556,07-05-2013,,,,,,,,-40046.0,,,,,
-29.380556,30.2775,07-05-2013,9044.5,8079.5,42246.0,0.2677555811929473,0.33521860540546017,0.40162524287564605,-0.0419391651670104,-46345.625,-14371.875,0.0025365315687896194,1.1194380840398401,1.0050859638454197,0.9949397722897421
-26.861111,28.884722,07-05-2013,,,,,,,,-60384.5,,,,,
-26.984722,26.632278,07-05-2013,,,,,,,,-58148.125,,,,,
-27.398611,26.614722,07-05-2013,,,,,,,,-44290.25,,,,,
-27.671111,27.236944,07-05-2013,9566.0,8604.0,41733.5,0.204176285850959,0.2592125135982932,0.3062580591489526,-0.010110515373673246,-47963.875,-11653.5,-0.002961914497654044,1.1118084611808332,0.9940936650637571,1.005941426994048
-29.160278,26.573333,07-05-2013,,,,,,,,,,,,,
-28.768056,20.720556,07-05-2013,,,,,,,,-37114.75,,,,,
-34.02861,22.22222,07-05-2013,,,,,,,,-49795.0,,,,,
-34.075556,20.145556,07-05-2013,,,,,,,,-66902.5,,,,,
-29.161667,23.696389,08-05-2013,,,,,,,,-14407.5,,,,,
-24.396194,27.089833,08-05-2013,,,,,,,,-36634.125,,,,,
-28.404444,30.013056,08-05-2013,,,,,,,,-52197.25,,,,,
-27.00222,28.76528,08-05-2013,10034.5,8696.5,,0.08806288908074664,0.10318225137496469,0.1320913325002834,0.06362833261603265,-48717.0,-8042.375,-0.018627550502486965,1.1538549991375708,0.963426179680094,1.0379622446340726
-27.02314,28.59389,08-05-2013,9654.5,8499.0,41792.5,0.06414637101659972,0.07326321616385278,0.09621722483400331,0.015206482031575848,-32168.875,-2250.625,-0.009488955692066347,1.1359571714319199,0.9812004764617435,1.019159717090668
-26.648056,27.089444,08-05-2013,,,,,,,,-56285.25,,,,,
-26.970278,27.211111,08-05-2013,,,,,,,,,,,,,
-26.880278,26.965,08-05-2013,,,,,,,,-68648.875,,,,,
-27.273889,28.49,08-05-2013,9241.0,8219.5,40988.5,0.0820046689514723,0.09235485296503274,0.12300394864280864,-0.02436082971538826,-24254.5,-649.75,-0.0033659066232355956,1.1242776324593817,0.9932907693972406,1.0067545484257434
-27.4275,28.525833,08-05-2013,12512.0,9533.0,,0.16276891163973314,0.1995438996579247,0.24414928319309376,0.06742215522170805,-75377.25,-20508.0,-0.06931031535766145,1.3124934438266935,0.8703644501278702,1.148943985307611
-28.69485,28.23487,08-05-2013,8801.5,8014.5,40665.5,0.2120235457373701,0.25609208826026064,0.3180282005371517,-0.02796160496035288,-42564.5,-10478.75,-0.007238291419906691,1.0981970179050333,0.9856274498664889,1.0145821325648299
-29.615556,27.065278,08-05-2013,10084.0,8632.5,41296.5,0.13399317259591587,0.15932379926375612,0.20098544377173688,-0.03342285531748747,-30963.875,-4656.0,-0.017943217665615054,1.1681436432087904,0.9647461324870987,1.0365421185177464
-28.883333,27.89,08-05-2013,9223.0,8219.5,41352.0,0.1967602168564515,0.23815045353206887,0.2951338994121476,-0.012074289137748256,-45694.125,-10703.0,-0.0074826588016821925,1.1220877182310223,0.9851458310744771,1.0150781421967752
-30.775867,29.032217,08-05-2013,,,,,,,,,,,,,
-31.396,29.2651,08-05-2013,,,,,,,,,,,,,
-34.039722,22.133333,08-05-2013,,,,,,,,-53866.875,,,,,
-28.058889,30.373611,08-05-2013,,,,,,,,-48584.0,,,,,
-33.897778,20.012778,08-05-2013,8172.0,7671.0,41494.0,0.21426854478149987,0.2525012180336971,0.32139509170011626,-0.06659661106002872,-31532.0,-6792.75,0.014174558176005707,1.0653109112240768,1.0287567302985678,0.9720471036041278
-29.140556,31.391944,09-05-2013,9745.0,8596.5,42761.0,0.1598232568164666,0.19534234305434814,0.23972971807914373,-0.0496025134478982,-28347.0,-4265.875,0.009100615181249636,1.1336008840807172,1.0183683940482193,0.9819629181781441
-27.671111,27.236944,09-05-2013,9740.5,8505.5,41952.5,0.16176502226716225,0.1951902059634385,0.24264231315347773,0.013549102890251115,-47692.0,-10505.0,-0.022517321016166165,1.1452001645993635,0.9559570863918592,1.046072061429404
-30.160091,27.40124,09-05-2013,10402.5,8790.5,40994.5,0.13622021091090206,0.16349493469670473,0.20432607477217446,0.05362669754711011,-55760.5,-12127.875,-0.028855426155329583,1.1833797849951517,0.9439077144916996,1.0594256034219263
-30.336111,27.359444,09-05-2013,10372.0,8623.0,40118.0,-0.08963887065003237,-0.09229313142239041,-0.1344547746612032,0.01558741049694653,-14136.5,6513.625,-0.039877685038975166,1.2028296416560222,0.9233031237948234,1.0830679266955454
-34.005833,22.351111,09-05-2013,,,,,,,,,,,,,
-30.830556,26.921389,10-05-2013,,,,,,,,-40459.875,,,,,
-28.116667,26.725278,10-05-2013,9784.0,8393.5,42213.0,0.20114309042661688,0.24408610140942757,0.3017084770672152,0.01884428779208642,-54482.25,-14042.25,-0.012286283334626565,1.1656639065943746,0.9757256745707178,1.0248782276226782
-27.573056,24.746389,10-05-2013,,,,,,,,,,,,,
-31.000833,26.353056,10-05-2013,8911.0,7857.0,40446.0,0.10594963379151147,0.11588731714276311,0.15892046452130648,0.015461632727557125,-36059.5,-5046.25,-0.009973931769239433,1.134147893598051,0.9802491302883966,1.020148826559805
-30.679722,26.7125,10-05-2013,10475.5,8599.0,40141.0,-0.08290691063213892,-0.08490006775067756,-0.12435715208683229,0.02414433536747141,-15660.5,5981.875,-0.03553776196124933,1.2182230491917523,0.9313636580592722,1.0736944601035097
-28.96362,19.15486,11-05-2013,,,,,,,,,,,,,
-25.99136,27.84208,13-05-2013,,,,,,,,-52943.875,,,,,
-29.7775,29.470833,13-05-2013,9870.5,8484.5,41523.5,0.21779098563645286,0.26966760701582243,0.3266800063396453,-0.009993436514153818,-50970.75,-14139.0,-0.024894219037977186,1.1633567092934036,0.9514209006635839,1.0510595250771904
-29.744167,29.905833,13-05-2013,9459.5,8384.5,41777.5,0.1975994571210442,0.24269796371251315,0.29639290031172344,-0.002238033203059754,-46695.125,-11633.0,-0.010414441358683987,1.128212773570265,0.979385802632264,1.02104808678287
-26.45,28.085833,13-05-2013,,,,,,,,,,,,,
-31.554722,29.245556,13-05-2013,8875.5,8006.5,42807.5,0.35432125709297124,0.4699372355668337,0.5314722196962789,-0.0936726540756486,-47957.0,-18975.125,0.0232750082535489,1.1085368138387421,1.0476592868007317,0.954508791740593
-27.010111,26.698083,14-05-2013,8435.0,7888.0,41936.5,0.1563312662532499,0.18169770523819487,0.23449103593128684,-0.03262629748599635,-32033.25,-4963.75,0.00656596884845269,1.0693458417849764,1.0132187314759808,0.9869537237465513
-24.679167,30.8025,14-05-2013,16642.5,11109.5,40327.5,0.17562413314840455,0.22085595308173633,0.26343293747600643,0.07008460327203812,-99704.25,-28656.625,-0.0682821150605791,1.498042216121324,0.8721646387261478,1.1465725111953073
-30.830556,26.921389,14-05-2013,,,,,,,,-40459.875,,,,,
-25.73411,27.21422,14-05-2013,,,,,,,,-52522.125,,,,,
-23.281,30.543056,14-05-2013,9641.0,8235.5,44218.5,0.15697890479833795,0.18203249765520035,0.23546320989813216,0.018314850805990584,-46088.25,-9630.125,-0.009238177488157813,1.1706635905530791,0.9816927704594857,1.0186486343705319
-30.733889,29.828333,14-05-2013,,,,,,,,-50798.25,,,,,
-29.987778,29.851667,14-05-2013,8573.5,7947.0,41247.0,0.28667110408519725,0.36419465995814215,0.42999771200365905,-0.06647382386771272,-43441.75,-13736.625,0.009187565006356126,1.0788347804202707,1.0185455181664311,0.9817921557400403
-27.169444,29.233889,14-05-2013,10780.0,8983.0,41413.5,0.1509303928325287,0.18453871340523884,0.2263911314141684,0.08228888132626752,-69375.25,-17128.875,-0.042477576578101,1.2000445285539219,0.918506493506485,1.0887239307175571
-26.861111,28.884722,14-05-2013,10885.0,8932.0,42320.5,0.17811839323467166,0.2187378298685162,0.26717254657681533,0.04812709743748899,-64216.25,-17130.0,-0.04723879161054432,1.2186520376175412,0.9097841065686642,1.0991618701403505
-27.00222,28.76528,14-05-2013,,,,,,,,-46703.875,,,,,
-26.648056,27.089444,14-05-2013,,,,,,,,-56859.625,,,,,
-26.970278,27.211111,14-05-2013,8010.5,7612.0,41030.0,-0.006028257456828848,-0.006171648987463847,-0.009042102288782085,0.0032899488051868746,-20167.75,3031.875,0.014092307692307605,1.0523515501839062,1.0285874789338865,0.9722070513987381
-26.880278,26.965,14-05-2013,10753.0,9130.0,43703.0,0.14726407613005493,0.1838249851514551,0.22089173489819702,0.09236198590289713,-74406.75,-17806.25,-0.038887010289357815,1.177765607886077,0.9251371710220317,1.0809207880980993
-26.984722,26.632278,14-05-2013,10213.0,8627.5,43178.0,0.17731639043840677,0.21501936517394465,0.26596922952998403,0.04565797577499477,-60364.75,-15081.875,-0.02622588424437286,1.183772819472603,0.9488886713012734,1.0538644102775663
-31.000833,26.353056,14-05-2013,,,,,,,,,,,,,
-31.104278,29.399722,14-05-2013,10949.5,7767.5,32286.0,0.28258804258804165,0.3217876261354522,0.4238751208006407,-0.015590614060338154,-60294.5,-20551.875,0.00770311296388596,1.4096556163501588,1.0155258230969357,0.9847115427851884
-25.459639,28.264306,14-05-2013,,,,,,,,-50808.5,,,,,
-28.338333,31.373611,14-05-2013,10657.5,8819.0,41888.5,-0.040085880889062196,-0.043111139099677794,-0.06012735434761364,0.0047614601811221974,-16466.375,5049.125,-0.027526031623601874,1.2084703481120171,0.9464227070138311,1.056610320725712
-28.068333,31.55,14-05-2013,,,,,,,,-50760.0,,,,,
-29.161667,23.696389,15-05-2013,,,,,,,,-12517.0,,,,,
-25.810483,27.909552,15-05-2013,,,,,,,,,,,,,
-24.183889,30.823889,15-05-2013,8734.5,7856.0,43173.0,0.23766092079423856,0.2856243771962028,0.35648360280159563,-0.06447522552441202,-35313.0,-9244.375,0.01271617497456758,1.1118253564154645,1.0257599175682521,0.9748869914615662
-22.91028,29.61111,15-05-2013,9578.0,8101.0,,0.17873526259378275,0.20655997621760894,0.2680971468993151,5.721020172317114e-05,-44589.75,-10334.25,-0.014618644067796534,1.1823231699790004,0.9711839632491024,1.029671038486336
-22.769722,30.886944,15-05-2013,9521.0,8350.0,44713.0,0.27019776176605753,0.3451010338345865,0.4052888761138243,-0.03368036832718065,-53484.0,-16556.25,-0.006182298546895609,1.1402395209580702,0.987711374855572,1.012441514249245
-29.744167,29.905833,15-05-2013,9366.5,8131.0,41782.0,0.2027323218351661,0.24132917228172204,0.3040920117461791,0.0008864154034312111,-47045.375,-12140.875,-0.01095520777118181,1.1519493297257268,0.978327016494945,1.0221531074371035
-30.398056,30.601944,15-05-2013,8393.0,7740.5,,0.338326303756552,0.43541783980397836,0.507479453674686,-0.11510134106315038,-38643.625,-14801.875,0.023672424824056168,1.0842968800464947,1.0484927916120452,0.9537499999999891
-30.27402,30.69602,15-05-2013,9059.5,8014.5,,0.25943637218237076,0.31957849371415914,0.38914660563207426,-0.040123456790123364,-45106.875,-13571.125,0.004833305871368129,1.1303886705346418,1.0097135603510017,0.9903798852145287
-29.033333,23.983333,15-05-2013,,,,,,,,-49147.125,,,,,
-30.160091,27.40124,15-05-2013,,,,,,,,-49633.875,,,,,
-30.336111,27.359444,15-05-2013,,,,,,,,-17362.5,,,,,
-30.568333,29.422778,15-05-2013,9682.0,8360.5,41627.5,0.20161622825100933,0.2446945321530617,0.30241810797996127,0.011679272523541681,-54065.5,-14278.5,-0.030082187408569674,1.1580647090484881,0.9415926461474805,1.0620303844677117
-30.860139,29.07125,15-05-2013,10831.5,9222.0,42309.5,0.07183101608860486,0.08671790945957131,0.1077442159383029,0.025462210312699653,-38592.625,-4156.875,-0.01888389812572011,1.1745283018867798,0.9629321885242029,1.0384947267497504
-30.570833,29.150556,15-05-2013,10312.5,8601.5,41386.0,0.14636922376508021,0.17263767323566878,0.2195492922771285,0.029744476257360423,-48808.375,-10487.875,-0.02008012265690677,1.1989187932337244,0.9606303030302937,1.0409831928531668
-34.092222,21.295278,15-05-2013,,,,,,,,-72412.125,,,,,
-23.235722,27.717,16-05-2013,12141.0,9302.5,43160.5,0.14228187919463037,0.1699685634111864,0.21341904946927742,0.06645653707657195,-68047.375,-15781.625,-0.03347449511608592,1.3051330287556968,0.935219504159452,1.0692676912237344
-22.548889,28.898056,16-05-2013,8943.0,8006.5,44361.5,0.25400400400400297,0.3129995014622063,0.3809980606010036,-0.04113334161799419,-44721.75,-12979.0,0.003454423891241345,1.1169674639355385,1.006932796600682,0.9931149361465742
-28.445556,32.325,08-08-2013,,,,,,,,-54255.75,,,,,
-30.135739,30.674222,16-05-2013,8906.5,8524.5,,0.11384722533144237,0.1405703896167714,0.17076659038901518,-0.021669580985687397,-28843.0,-1722.0,0.031138669059856787,1.0448120124347346,1.064278897434446,0.939603333684978
-29.160278,26.573333,16-05-2013,9937.0,8437.0,42216.0,0.16203567061601315,0.1916727348901236,0.24304838199641515,0.03238169900481254,-52524.0,-12120.5,-0.024380186588320068,1.1777883133815197,0.9524001207607834,1.0499788672865484
-31.031389,28.883333,16-05-2013,10207.0,9008.5,42220.5,0.03287852946750032,0.03891945243583061,0.049316626003742335,0.01649912317534019,-28041.625,747.375,0.008427443837279863,1.1330410168174376,1.0169981385323699,0.9832859688839557
-22.225556,29.990556,17-05-2013,9018.5,8173.5,43260.0,-0.0564015462106123,-0.05891313524326902,-0.08459984186945396,0.016692417219546132,-16884.375,5740.75,0.014209979778105624,1.1033828837095356,1.0288296279869045,0.9719782292396295
-22.437722,31.078056,17-05-2013,9565.5,8656.5,44664.5,0.17025567627350133,0.21352690640281546,0.2553779763195548,-0.02243611938231419,-39379.625,-7618.625,-0.00018298261665141718,1.1050077976087205,0.9996341017197115,1.000366032210824
-26.984722,26.632278,17-05-2013,10213.0,8627.5,43178.0,0.17731639043840677,0.21501936517394465,0.26596922952998403,0.04565797577499477,-60364.75,-15081.875,-0.02622588424437286,1.183772819472603,0.9488886713012734,1.0538644102775663
-29.803611,30.516111,17-05-2013,9114.0,8221.0,42307.0,0.2444508922094869,0.30691848120238147,0.3666687391196205,-0.025468429299728486,-48054.375,-13472.0,0.002899184946118906,1.1086242549568044,1.0058152293175224,0.9942183920584597
-33.38056,19.30167,20-05-2013,,,,,,,,-55551.75,,,,,
-32.502778,19.535833,20-05-2013,,,,,,,,-68271.375,,,,,
-27.010111,26.698083,21-05-2013,8568.0,7701.5,42088.0,0.1334951456310673,0.14714160707617366,0.20023765580360428,-0.009772247884014606,-32917.625,-4756.875,0.0033442870852356805,1.1125105498928636,1.0067110177404177,0.9933337197843488
-31.860278,18.6875,21-05-2013,10188.5,8465.5,40727.0,0.13964829318752714,0.16170194042328512,0.20946801773274137,0.013043917894098186,-41039.875,-7998.875,-0.012194819064649868,1.203531982753515,0.9759042057221281,1.0246907372020413
-24.69514,27.40906,21-05-2013,,,,,,,,-34229.375,,,,,
-25.398889,31.610556,21-05-2013,9989.0,8711.0,43718.5,0.17943030825785974,0.22306930288608845,0.26913993510494,0.030989761092150105,-56332.625,-13129.5,-0.007311047244491468,1.1467110549879331,0.9854840324356694,1.0147297846403798
-26.648056,27.089444,21-05-2013,,,,,,,,-56859.625,,,,,
-26.970278,27.211111,21-05-2013,8333.5,7766.5,41231.5,-0.018920984257985517,-0.019452562773011592,-0.02838060887639058,0.006574394463667799,-19665.375,3463.875,0.006882168925964506,1.0730058584948037,1.0138597228055317,0.9863297431648599
-26.880278,26.965,21-05-2013,10911.5,9148.0,43584.5,0.12953471211184409,0.1591350111725273,0.19429819313150576,0.10067139990739292,-74156.125,-17032.625,-0.0405779134083538,1.1927743769129735,0.9220088897035154,1.0845882411410857
-26.984722,26.632278,21-05-2013,10617.5,8797.5,43268.0,0.1472914909850213,0.17631479015752008,0.22093280061035508,0.06100822731386834,-61149.125,-14321.0,-0.03572735032313115,1.206876953680009,0.9310101247939634,1.0741021750126345
-34.250556,20.9925,21-05-2013,,,,,,,,-33617.75,,,,,
-32.595833,19.009444,21-05-2013,8327.5,7636.5,40178.0,0.04038949066605186,0.04200648373971562,0.060582490709532116,0.007902844130910365,-27035.25,-579.125,-0.01236969273318535,1.0904864794080915,0.9755628940258063,1.0250492368291355
-29.161667,23.696389,22-05-2013,9321.0,8858.0,41645.5,-0.06534845843929443,-0.07589232382494653,-0.09801988685067663,0.003320218227559264,-12812.25,8967.625,0.05543169841913227,1.0522691352449645,1.1173693809676952,0.8949591934709468
-26.880278,26.965,13-05-2014,11135.5,8973.0,44258.0,0.1537087703298368,0.18488554921749303,0.2305587749130765,0.07728305923251756,-70100.875,-17652.0,-0.049059092300807614,1.2410007801181184,0.906470297696548,1.103180106994243
-29.641944,30.6875,22-05-2013,8178.5,7797.5,,0.2219288857176824,0.2685411690217861,0.33288541121628534,-0.05039119648877285,-35613.5,-8186.25,0.018746813041782787,1.0488618146841802,1.0382099406981593,0.9631963255211287
-25.20639,27.558,22-05-2013,,,,,,,,-41427.875,,,,,
-25.681111,31.783333,22-05-2013,9802.0,8424.0,42986.5,0.13913711713689697,0.16298029936731653,0.20870109340007814,0.003470119707485203,-39456.875,-6633.0,0.0022140221402213913,1.1635802469135663,1.004437869822475,0.995581737849769
-25.513889,31.224444,22-05-2013,8335.0,7861.5,41468.5,0.2097840771728558,0.25254369796332965,0.3146686575654138,-0.04299008699170533,-36505.75,-8220.125,0.00868220742150328,1.060230235960045,1.0175164967006476,0.9827850489328973
-26.861111,28.884722,22-05-2013,,,,,,,,,,,,,
-26.73806,27.59194,22-05-2013,9367.5,8435.0,41155.5,0.028897239860049096,0.03251297603079248,0.0433447364329029,-0.01975922351666962,-20380.625,2239.375,-0.007122698562021196,1.1105512744516761,0.985855350947414,1.0143475906875905
-26.45,28.085833,22-05-2013,10498.0,8841.5,43459.0,0.13018621703916927,0.1561343276908018,0.19527528066614114,0.08581884720951492,-66897.625,-15069.0,-0.03917444133732565,1.187355086806524,0.9246046866069639,1.0815432957296545
-33.13083,18.86278,22-05-2013,10083.5,8582.5,40264.0,0.04638736523548304,0.05196332374580874,0.06957940279452411,-0.007848568790397024,-23097.5,827.375,-0.007770531944132086,1.1748907660937817,0.9845787672930928,1.015662771958088
-33.7075,18.974444,22-05-2013,8770.0,7997.5,40432.5,0.2016567670285146,0.24163244381179885,0.30247826680624323,-0.06749254069569798,-30821.125,-6466.5,0.0047662278710848575,1.0965926852141157,1.0095781071835688,0.990512762593167
-26.905,32.324722,23-05-2013,8148.5,7814.5,42737.5,0.38235015444088466,0.5198194531036652,0.5735143636777058,-0.13851498994843078,-40439.25,-17183.25,0.03738924985233292,1.0427410582890646,1.0776830091427738,0.9279166429425391
-27.602222,29.942778,23-05-2013,,,,,,,,-54383.0,,,,,
-27.169444,29.233889,23-05-2013,,,,,,,,-72809.125,,,,,
-27.00222,28.76528,23-05-2013,10580.0,9014.5,,0.07418345693596695,0.08803813341502809,0.11127275113755641,0.07380418941552634,-50367.625,-8171.0,-0.02375538245681928,1.1736646513949618,0.9535916824196508,1.0486668649023585
-27.273889,28.49,23-05-2013,9129.5,8258.0,40969.0,0.07518930280851889,0.08540247606774667,0.11278109805510478,-0.017536765201450342,-25107.875,-448.875,0.0021313804787408347,1.1055340276095773,1.0042718659291199,0.9957463052843868
-33.313889,19.074722,23-05-2013,8441.5,7731.0,40296.0,0.18362708831991403,0.21141619623431424,0.27543397321212576,-0.04003645595989834,-33424.75,-6754.25,-0.001304786192989732,1.091902729271749,0.9973938281111059,1.0026129817685017
-28.141944,26.417778,24-05-2013,,,,,,,,-56360.25,,,,,
-28.1175,26.719444,24-05-2013,,,,,,,,-51458.625,,,,,
